ShortName	Item_Name	Item_Cost
3451	CRI Extron Switcher/Scan Doubler	150
3452	CRI SPEAKER STANDS ULTIMATE SUPPORT	0
3453	CRI Panasonic WJ-MX50 switcher	125
3454	CRI VIDEO LOWELL AMBI KIT	65
3455	CRI VIDEO LOWELL BASIC 3 KIT	65
MGB6	MIC STAND GOOSENECK BLACK 6	0.5
3457	CRI Digital Speakerphones	45
3458	CRI Telecom Toolkit	1
3459	CRI POWERMAC G3/300/144	150
3460	CRI RGBS SCAN CONVERTER EXTRON EMOTIA	150
3461	CRI RGBS AUDIO SWITCHER IN-3546	35
3463	CRI ELECTROHOME MARQUEE-8500	695
3464	CRI SONY CPD-300SF 21 MONITOR	125
3465	CRI SONY LVR3000 LASER DISC PLAYER	750
3467	CRI ELECTROHOME EPS1024 LCD PROJECTOR	575
1616	RGBS MATRIX SWITCHER (H&V) 16 x 16 EXTRON CROSSPOINT 1616HV	500
3469	CRI ELECTROHOME EPS1024 LCD PROJECTOR	575
3470	CRI VGA M-M BARRELS	0
3471	CRI VGA F-F BARRELS	0
3472	CRI Fastfold Front Sheet 9x12	35
3477	CRI PROJECTOR ACSRY BARCO .9:1 LENS	0
3478	CRI 20 SVIDEO  MONITOR	425
3479	CRI 27 SVIDEO MONITOR	645
SAR2	SYMANTEC AUDIO RACK #2 ('98 NEW BOOTH) UHFR J5	560
SAR4	SYMANTEC AUDIO RACK #4 ('98 NEW BOOTH)	0
SAR5	SYMANTEC AUDIO RACK #5 ('98 NEW BOOTH)	0
SVR1	SYMANTEC VIDEO RACK #1 ('98 NEW BOOTH)	0
3486	CRI DIMMER DESK 13 MONITOR-EXP 2X	0
AP5P	LOUDSPEAKER APOGEE .5 PRO W/YOKE	30
CTS1	SYMANTEC LOUDSPEAKER APOGEE AE-3S2 W/YOKE	0
CTS0	SYMANTEC LOUDSPEAKER APOGEE ACS-115 SUBWOOFER	0
CTS2	SYMANTEC LOUDSPEAKER APOGEE SSM W/YOKE	0
3492	CRI LCD PROJECTOR SHARP NV3U	575
3493	CRI STRIP LIGHT, 2'-0 ZIPSTRIP, 3-CIRC.	28
3494	CRI PROJECTOR LCD SHARP XGE-3000	600
3496	CRI PROJECTOR LCD SHARP NV3U	575
3497	CRI MICROWAVE PACKAGE, 2-HOP SYSTEM	1800
3498	CRI MICROWAVE PACKAGE, 1-HOP SYSTEM	1000
316	CAMERA TRIPOD BOGEN 316 PROFLUID	50
3500	CRI TRANSLATION BOOTH	250
3501	CRI AUDIO IFB COMTECH VHF SYSTEM	75
3502	CRI RF TUNER	50
3503	CRI MONTITOR COLOR 35 PANASONIC CT-35G21/30	225
3504	CRI LEMO TO TA4F ADAPTOR	0
XIEC	CRI IEC A/C Y-CORD	0
3506	CRI COLOR FRAME ALTMAN	0
3507	CRI PROJECTOR LCD EPSON 7000	575
3508	CRI WENGER HANDRAIL, 4' SECTION	13
3509	CRI DVCAM PLAYER DSR30	150
3511	CRI FAR CYC, COLORTRAN SKY CYC	15
3512	CRI FAR CYC, ALTMAN SINGLE	15
3513	CRI ELLIPSOIDAL SOURCE 4 TOPHAT	1.5
SA24	SIDE ARM/SLIDE KNUCKLE 24	1.5
3515	CRI CAMLOK 4/O FEEDER SET, 10'	5
3516	CRI CLAMP, PHOEBUS TYPE	5
3517	CRI BEAM, 5 X 5	2
3518	CRI PIPE-TO-BEAM CLAMP	2.5
3519	CRI PIPE, 1.5 SCH. 40, PER FOOT	1
3520	CRI ELLIPSOIDAL SOURCE 4 F/X MACHINE	40
3521	CRI PROJECTOR LCD INFOCUS LP730	575
XSOC	CRI MULTICABLE (75) 6 CIRCUIT SOCAPEX	20
3528	CRI DIMMER RACK ETC SENSOR 48 X 2.4KW	400
GLI3	RGBS GROUND LOOP ISOLATOR GLI 350 RGBH&V	75
PZM	MIC SHURE MX-393/C PZM CONFERENCE-PROGRAMMABLE	25
DSAN	TIMER, SPEAKER D'SAN PRO-1000 DIGITAL KIT	200
DR48	DIMMER PACK DMX/3/ETC SENSOR 48 X 2.4K	500
CCU3	CAMERA/CCU CABLE 26-PIN CCU 328'	75
CCU9	CAMERA/CCU CABLE 26-PIN CCU 100'	25
CCU	CAMERA INDUSTRIAL SONY M5 CCU	100
3539	CRI FASTFOLD BLACK DRESS 12 X 16	110
3540	CRI FASTFOLD FRAME 10.5 X 14	75
3541	CRI FASTFOLD FRONT SHEET 10.5 X 14	0
3542	CRI TRUSS TOMCAT TRUSS FLOORBASE	0
3544	CRI FLOOR, MASONITE 4 X 8	0
3545	CRI TRUSS TOMCAT TRUSS 24 BASE	20
XSL1	CRI SCOOP LIGHT 18 1KW	10
3551	CRI DMX 5-PIN 5'	0
3552	CRI DMX 5-PIN 25'	0
3553	CRI CAMLOK 4/, 25' 5-WIRE SET	10
XIRS	CRI 360 SYSTEMS INSTANT REPLAY (SFX)	250
3555	CRI RGBS SNAKE RGBH&V 200'	0
CCUC	CAMERA/CCU CABLE 26-PIN COUPLER	20
3557	CRI MONITOR 15 LCD FLAT PANEL	0
3558	CRI AMPRO LCD-100 PROJECTOR	50
3559	CRI SPEAKER CABLE SUN NL-4 100'	0
3560	CRI SPEAKER CABLE SUN NL-4 50'	0
3561	CRI EQUALIZER 1/3 OCT STEREO	45
XPLP	CRI PROJECTOR LCD PROXIMA 9300	575
3571	CRI G3 MAC LAPTOP	225
3577	CRI CAMERA LENS 55:1 FUJINON	550
3578	CRI TAPE, T-120 DUPLICATION VHS	12
3579	CRI MONITOR COMPUTER LCD 20 NEC LCD-2010	350
3580	CRI AC TRANSFORMER	750
TD2	AC T-SHOW DISTRO#2 (2Kw EDISON x24) & LUG BOX	100
3583	CRI CRV Disk from StrykerInst'99	0
3584	CRI EXTRON KP-10 REMOTE	0
3585	CRI D25 M/F CORD 50'	0
3587	SALE-S-HOOKS, METAL	2.99
ATE0	TELEPHONE, AT&T 2-LINE PHONE	0
3589	CRI CAMERA CONSUMER CAMCORDER	50
DMX4	DMX 512 CABLE 5' BLACK	2
CPSW	AUTOMATED CLAY PAKY STAGE COLOR 300 WASH LIGHT	125
CPSS	AUTOMATED CLAY PAKY STAGE LIGHT 300 SPOT LIGHT	150
LITE	DIMMER DESK DMX MA LIGHTING grandMA light	750
3595	CRI CAMERA CONSUMER CAMCORDER	70
3596	CRI SENELEC 40 DLP CUBE	525
3597	CRI DA-LITE 12' X 15' REAR BLUESCREEN	425
3598	CRI SENELEC VIDEO WALL PROCESSOR	1500
3599	CRI SUN VIDEO WALL CUBE TOSHIBA P4130VU	0
3600	CRI SUN VIDEO WALL PROCESSOR- PIC 3Ax36	0
3601	CRI SUN CRV SONY LVR-3000AN	0
3602	CRI SUN VIDEO WALL DECK PROCESSOR PIC-3/ES-5003	0
3603	CRI DIMMER DESK EXPRESS 125	200
3609	CRI SUN LOUDSPEAKER APOGEE SSM	40
MGS1	MIC STAND GOOSENECK SILVER 18	1
3611	CRI COMPUTER DELIVERY & PICKUP	81.25
3612	CRI COMPUTER MAC POWERBOOK	225
3613	CRI PLASMA DISPLAY-CLIENT TO PURCHASE	0
3614	CRI PLASMA MOUNTS-CLIENT TO PURCHASE	0
3615	CRI PLASMA MONITOR MOUNTING BRACKET	50
FOGH	FOGGER ROSCO 1600 4 HOSE ADAPTER W/20' HOSE	5
3617	CRI IMIX VIDEO CUBE EDIT SUITE	2100
L2F5	30a (3) L21-30 M/F DISTRO CABLE 50' **FLAT**	75
P131	100a (3) PIN&SLV MALE/FEM FEEDER CABLE 15'	0
PPS5	60a (3) PIN&SLV FEMALE/BARE WIRE CABLE 50' *FLAT*	50
3622	CRI SUN MINI THEATRE AUDIO RACK	0
3623	CRI PIPE 14'-0 SLEEVED	5
3624	CRI PIONEER 50 PLASMA DISPLAY	950
FT31	AC FOREIGN TRANSFORMER 3¿,100a LOAD	600
3627	cri BARCO GRAPHICS 6300 PROJECTOR	650
3628	cri BARCO 0.8 LENS/6300	150
3629	CRI RGB SPECTRUM 1600	425
3630	CRI BARCO GRAPHICS 9200	3750
3631	CRI BARCO 1.5-3 Lens	175
3632	CRI MIC FLANGE	0
3633	CRI POWERMAC G3 350/256/24X/9G	250
3634	CRI COMPAC PRESARIO 333/96/24X/9G	250
3635	CRI PROJECTION SCAFFOLD	100
3636	CRI BETACAM ENG CAMERA PKG	450
3637	CRI APPLIED MATERIALS PODIUM LOGO	0
3640	CRI PROJECTOR LCD SANYO 9000NA	600
3641	CRI KP-10 REMOTE FROM DUAL S-8 RACK	0
3642	CRI DUAL KP-10 REMOTE SPLITTER	0
3643	CRI DSUB-25 CORD 50' FROM DUAL S-8 RACK 	0
3644	CRI SONY PVM-1351	150
3648	CRI PIONEER PDP-V500 50 DISPLAY	950
7200	DVD PLAYER PIONEER DVD-V7200	75
R613	RSG AUDIO RACK #613 (4X L4 UHF/402C/EQ/QSC DRIVE)	745
3661	CRI CAMERA LENS 33:1CANON 	450
3662	CRI DSUB 9MALE TO RGBS FAN-OUT	0
3664	CRI CLEAR MINI LIGHT 100'	4.5
3668	cri SONY PVM-8041	50
3683	CRI FASTFOLD REAR SHEET 9X12	70
R454	WIRELESS RACK #454 SHURE UHFR HH/LAV (6)	840
3671	CRI MIXER MACKIE D8B DIGITAL	0
3672	CRI RGBS MIRANDA D1-RGBS DECODER	150
3673	CRI RGBS SNELL/WILCOX D-A CONVERTER	150
BOLZ	TRUSS BOLT BOX TOMCAT (24 BOLTS)	0
3676	CRI MIXER YAMAHA O2R	85
R624	RSG AUDIO RACK #624 (APOGEE AE-2 AMP DRIVE)	150
DFS3	FLY RACK, COMPONENT 4-INPUT -W- DFS-300	650
3686	CRI Eiki LC-X1UA Projector	800
3724	CRI PRESS PATCH AUDIO/VIDEO 1X16	175
HPDJ	COMPUTER PRINTER HP DESKJET COLOR 6988	55
3688	CRI MONITOR SONY PVM-20M4U W/SDI	250
3689	CRI MONITOR DUAL SONY 8041 (RACK MNT)	150
3694	CRI VIDEO SWITCHER 16X1 COMPOSITE	150
3695	CRI SKYTRACKER SPOTLIGHT	0
3806	CRI DIMMER ASCRY ETC OPTO SPLITTER	35
3701	CRI MONITOR/TV COLOR PANASONIC 27	125
3702	CRI MONITOR/TV COLOR MISUBISHI 27	133.35
3703	CRI CART & SKIRT 54 FIXED	22.02
3705	CRI SYMANTEC LCD PROJECTORS	0
MG13	MIC STAND GOOSENECK BLACK  13 	0.75
3707	CRI CAMERA ENG PACKAGE	75
LOVE	MICHELLE'S BOX OF LUV	0
3709	CRI PIN CABLE 25'	0
3710	CRI DMX 512 CABLE, 3-PIN 100'	0
3711	CRI DMX 512 CABLE, 3-PIN 25'	0
3712	CRI DMX 512 CABLE, 3-PIN 10'	0
3713	CRI MOTOR, CHAIN 1/2 TON CM LOADSTAR	0
3714	CRI VGA EXT. 25' HI-RES	6
3715	CRI RGBHV 32 X 64 MATRIX SWITCHER	500
3716	CRI SPACE CANNON 5KW WASH LIGHT	100
3717	CRI STROBE, 4 MEDIUM, COLOR KINETICS	10
3719	CRI RETRO, SONY 6010	1350
3720	CRI MIXER POWERED	120
3721	CRI LOUDSPEAKER RAMSA WS-80	45
3722	CRI Telephone Service	350
SW4X	VGA SWITCHER 4 X 1 EXTRON SW4-VGAxi	50
CUE1	CUE SYSTEM, D'SAN PerfectCue, FORWARD/REVERSE W/AUDIO	100
3727	CRI MONITOR 50 PIONEER PLASMA DISPLAY	1250
3728	CRI MOTOR PROSTAR P6 600#	80
3729	CRI-Dimmer desk (Hole Hog)	300
3730	CRI PROJECTOR LCD SANYO 9000	575
3731	CRI DIMMER DESK EXPRESSION 3	175
3732	CRI DIMMER ACSRY UPS 200	0
3733	CRI TRUSS TOMCAT TRUSS 3'	10
3734	CRI PROJECTOR LENS, SANYO 9000 SHORT THROW	100
SFWB	FLAT, SCENERY WORKBOX	0
3736	CRI ENG PACKAGE/SUN GUN	75
3737	CRI WIRELESS VIDEO PKG	925
CT10	CONTRACTOR TWIST 10'	0
CT50	CONTRACTOR TWIST 50'	0
CT99	CONTRACTOR TWIST 100'	0
3742	CRI RF CABLE 10' AND UNDER	0
3743	CRI RGBHV 32 X 32 MATRIX SWITCHER	275
3744	CRI EXTRON 120P INTERFACE	50
3745	CRI Internet Router (ISDN)	250
3746	CRI  96 TRIPOD SCREEN DRAPE	0
3747	CRI ZIP DRIVE	30
CT25	CONTRACTOR TWIST 25'	0
102H	RGBS SCAN CONVERTER SONY DSC-1024HD (1080i)	350
3755	CRI 84X84 SCREEN DRAPE	0
3756	CRI 1/4F - 1/4F Barrel	0
3757	CRI USB Extension Cables	0
SDSR	DRAPE BLACK SCRIM ROOF 17'X17' (FOR 20'X 20' BOOTH TRUSS)	200
MD1	AUDIO ACSRY WHIRLWIND MD-1 LINE/HEADPHONE AMPLIFIER	20
3762	CRI Black Lighting System	150
3764	CRI 84 Diagonal DNP Screen	600
3766	CRI PROJECTOR PANI CLOUD FILM LOOP	125
4389	CRI AUTOMATED CLAY PAKY STAGE COLOR 300 WASH	100
RB02	AUDIO RIGGING BOX (AE-8 HARDWARE BOX)	0
3770	CRI SUN LOUDSPEAKER JBL CONTROL1-WHT	0
3771	CRI ELLIPSOIDAL 10¡ SOURCE 4	11
3772	CRI MONITOR DATA 29 NEC XM-2950	191.66
3774	CRI MOTOR CONTROL 8-WAY MOTION LABS	0
3777	CRI TRUSS TOMCAT 12 TRUSS 8' BLACK LDT-8	64
3778	CRI CHEESEBOROUGH, 2 FIXED	3
3779	CRI COLOR RANGER CABLE 5'	0
3780	CRI COLOR RANGER CABLE 50'	0
S607	AUDIO SNAKE: 6 X 0 X 75'	35
RUNT	FAR CYC L&E RUNT (1) WINDOW, w-C/F/S	14
3783	CRI MOTOR PROSTAR CM-P3 300#	80
3784	CRI PIN THREEFER BLOCK	0
EET5	ELECTRICAL TAPE, PHASING SET OF 5, Red/Blu/Blk/Grn/Wht	0
KVM2	COMPUTER KVM 2x SWITCH KIT GEFEN DVI (USB ONLY)	25
3787	CRI COMPUTER DELL Pentium III, 500mhz, 128 mb, 8mb video, 12g hd	175
3788	CRI 37 video monitor	450
3790	CRI TRUSS TOMCAT 20.5 4-WAY CORNER	15
4388	CRI AUTOMATED CLAY PAKY STAGE LIGHT 300 EFX	125
4386	CRI AUDIO RACK SSM/AMP	150
4385	CRI COMPUTER APPLE G4/350/10G/128M/ZIP	175
4384	CRI COMPUTER APPLE G4/450/10G/128MM/ZIP	175
4383	CRI MISC. HARDWARE	0
4382	CRI DBX 900	0
4381	CRI MULTI FAN-IN MALE PIN to FEM SOCAPEX	0
4380	CRI Dataton Smartpax QC Kit	350
3804	CRI CHEESBOROUGH FIXED 1.5 STEEL	3
3807	CRI CAMLOK TURNAROUND SET, NEUTRAL AND GROUND	0
4418	CRI THOMAS LIGHT BAR	120
3809	cri multi cable 50'	10
5516	CRI MOTOR, CHAIN DISTRO CABLE 50'	0
4377	CRI SIDE ARM/SLIDE KNUCKLE 24	0
3816	CRI TRUSS RING, 18'5 DIAMETER	0
RSTF	RGBS SNAKE RGBH+V (SPECIAL THIN DIAMETER) 16'	0
RST1	RGBS SNAKE RGBH+V (SPECIAL THIN DIAMETER) 12'	0
SBS1	BANNER STAND, VERTICAL FLOOR, 4'-12' ADJ HEIGHT, 49 WIDTH	50
ELMO	VIDEO VISUALIZER ELMO EV-500AF -w-LITE KIT  (RGBS OUTPUT)	225
QQS3	SPEAKER CORD 1/4M-1/4M 30'	0
3839	CRI MONITOR DIGITAL SONY BVM-20F1U W/SDI	275
CED1	AC T-SHOW DISTRO#14 *EFI* (2Kw EDISON x24) & LUG BOX	100
3842	CRI FASTFOLD FRONT SHEET 6x8	55
3843	CRI BLACK DRESS KIT 6'X8'	55
3844	CRI FASTFOLD BLACK DRESS KIT 6'x8'	55
SFL3	FLAT, 3' X 8' X 3.5 LIGHT GREY SOFT	30
3554	RGBS SWITCHER (H&V) 4 X 1 IN-3554	50
3556	RGBS SWITCHER (H&V) 6 X 1 IN-3556	75
3254	RGBS D/A (H&V) 1 X 4 IN-3254	50
3256	RGBS D/A (H&V) 1 X 6 IN-3256	75
3857	CRI PROJECTOR LCD HITACHI	575
P135	100a (3) BARE WIRE/ FEEDER CABLE 50' 2/5 *FLAT*	125
FT1	AC FOREIGN TRANSFORMER 1 (PAIR),120/220vac/500w	10
3862	CRI VARI*LITE VL-7B AUTOMATED LUMINAIRE	125
3863	CRI BNC/F ADAPT TO BNC/F BARREL	0
3866	CRI FLAT PANEL DISPLAY 15 LCD	150
3873	SALE-25' SPEAKER CABLE	12.5
4790	CRI SCREEN PRO PLUS MULTI SCREEN SWITCHER	950
CED2	EFI POWER DISTRO CASE-A/C CORDS ONLY/LOG DISTRO#14	0
3877	SALE-TAPE VHS T-120 BROADCAST QUALITY -BQ 120	12.5
PDX7	PIPE AND DRAPE X BAR MEDIUM (7')  TDS712	5
3882	CRI APPLIED VHS TAPES	0
3884	CRI LOUDSPEAKER COMMUNITY WEDGE	50
3885	CRI AMPLIFIER TURBOSOUND DRIVE RACK	125
3886	CRI LOUDSPEAKER DRUM WEDGE	50
3890	SALE-GOBO PATTERN, ORIGINAL GLASS B&W	210
3891	SALE-GOBO PATTERN, DUPLICATE GLASS B&W	106
3892	SALE-GOBO PATTERN, ORIGINAL METAL (CAMERA READY)	79
3893	SALE-GOBO PATTERN, DUPLICATE METAL	32.5
UHF	WIRELESS UHF SWITCHABLE, SHURE HH/LAV/HS (SHURE TA4)	140
UHFD	WIRELESS UHF ANTENNA DISTRO, SHURE UA845/UA830WB/UA820	55
3896	SALE-CUSTOM GOBO	350
3897	CRI TRUSS TOMCAT 20.5 X 8'	0
3898	CRI TRUSS TOMCAT TRUSS 12X 12'	0
3899	CRI TRUSS TOMCAT TRUSS 12 X 2.5'	0
3900	CRI TRUSS TOMCAT 45 deg. WEDGE	0
WDA8	AUDIO D/A WHIRLWIND DA-2 DISTRO AMP + 8 D/I RACK	30
3934	CRI DIMMER DESK ETC EXPRESS 125	150
3933	CRI APPLIED LITE CABLES	0
3906	CRI TRUSS TOMCAT 12 TRUSS 5' BLACK LDT-5	40
3907	CRI FLAT PANEL DISPLAY 20 COLOR LCD	325
5524	CRI DRAPE, Fish Scale Drop	300
5523	CRI SONY HD PLAYBACK FW500	1350
3913	CRI MIC WIRELESS HEADSET	25
AA	BATTERIES, SIZE AA (BOX OF 4)	0
AAA	BATTERIES, SIZE AAA (BOX OF 4)	0
C	BATTERIES, SIZE C	0
D	BATTERIES, SIZE D	0
9V1	BATTERIES, 9 VOLT (SINGLE)	0
9V	BATTERIES, 9V (Box of 12)	0
S410	ELLIPSOIDAL ETC SOURCE-4 #410, 10¡ 6 X 22 -W-C/F/S	24
ISOS	MIC COUNTRYMAN ISOMAX SHURE LEMO-HEADSET	0
3924	CRI RETRO, BARCO 67	1350
3926	SALE-GOBO PATTERN, ORIGINAL 1 COLOR GLASS	239
3927	SALE-GOBO PATTERN, ORIGINAL 2 COLOR GLASS	595.5
3930	CRI FLAT PANEL 40PIONEER PDP-V401 PLASMA	650
3931	CRI 2 SWIVEL CHEESEBORO	0
3932	CRI 2 1/2 CHEESEBORO-W-BOLT	0
3940	CRI VIDEO WALL PROCESSOR-TOSHIBA	700
3943	CRI Adobe Podium	200
AAA2	BATTERIES, SIZE AAA (Box of 24)	0
AA24	BATTERIES, SIZE AA (Box of 24)	0
3946	CRI RECORDING PACKAGE	0
3950	CRI PROJECTOR SHARP XE-3500	575
ECAC	LOT, ALL NECESSARY CABLES AND CONNECTORS	0
3954	CRI AUTOMATED CLAY PAKY 1200 ZOOM	125
ATML	MIC AUDIO TECHNICA ATM 71 HEADSET/LEMO	0
3956	CRI USB Mouse w/10' extension	15
3957	CRI COMPUTER DATATON MAC BACK-UP	0
3958	CRI JVC CD/MD RECORDER	0
3959	CRI VCR PANASONIC AG-W1 MULTI-STANDARD	0
AD7	100a (3) *ADAPTER#AD-7* PIN&SLV MALE/CAMLOK FEMALE	10
3961	CRI COMPUTER APPLE G3/350/6G/256/24X/ZIP Drv	350
3962	CRI VIDEO 35MM SLIDE-VIDEO CONV. ELMO TRV-35H	225
3963	CRI ACRYLIC PODIUM	85
3965	CRI LITTLITE	0
3966	CRI AT HEADSET MIC/XLR	0
50WB	FLAT PANEL MOUNT PDP-505CMX WALL BRACKET	0
3967	CRI FLOOR STAND FOR 50 PLASMA	45
3969	CRI 84 X 84 TRIPOD DRAPE	0
3970	CRI FASTFOLD FRAME 7.5 X 10	0
3972	CRI FASTFOLD 7.5 X 10 DRESS KIT	50
3973	CRI TOSHIBA TECRA 8000 LAPTOP	225
3974	CRI FASTFOLD 10.5 X 14 DRESSKIT	75
3975	CRI VGA SWITCHER 6 X 1	50
3976	CRI VGA SWITCHER 4 X 1	50
3977	CRI XLR 10' OR LESS	0
3979	CRI CAMLOK JUMPER SET 2 10'	0
VGA1	VGA MONITOR CABLE (15HD) M-M 10'	0
VGAF	VGA MONITOR CABLE (15HD) M-M 15'	0
3982	CRI FASTFOLD REAR SHEET 10.5 X 14	0
3983	CRI Spycam System	250
3985	CRI BOSE	60
3986	CRI AMP RACK APOGEE AE-8	250
3987	CRI SPEAKER CABLE NL-4 50'	0
3988	CRI VGA EXTENSION CABLE M/F 6'	0
3989	CRI BOSE 402	35
H800	CD PLAYER DENON DN-H800 5 DISC CHANGER	45
BLB0	SLIDE TABLES (LIGHT BOXES)	75
MIXP	MIXER SAMSON MIXPAD-4 (2-ct XLR/MIC, 1-ct Stereo Line)	35
SW2	VGA SWITCHER 2 X 1 EXTRON SW2-VGAxi	35
BIKE	BICYCLE, COMPACT/FOLDING	0
4000	SALE-Custom Gobo-Glass	275
4001	CRI SYMETRIX MIC PRE-AMP	0
VGA2	VGA MONITOR CABLE (15HD) M-M 25'	0
4003	CRI PC LAPTOP COMPUTER	525
4006	CRI SCALER, EXTRON DDS-100	250
4007	CRI LIFT, PERSONNEL 20'	125
4009	CRI 42 Plasma Panel (Sony)	950
INST	AUDIO DISK RECORDER 360 SYSTEMS INSTANT REPLAY	250
4011	SALE-DVCAM TAPE 60min	30
HTI2	SPARE LAMP- CLAY PAKY SPARE LAMP KIT (HTI 300 X 2)	0
505	FLAT PANEL DISPLAY 50(16:9) PIONEER PDP-505CMX PLASMA	425
4021	CRI PROJECTOR DATA BARCO GRAPHICS 808s	950
4023	CRI SUN CRV FROM S-COM'99	0
REFL	DIMMER DESK DMX ETC REFLECTION BACK-UP CONSOLE	150
RFU	DIMMER DESK ACSRY ETC REMOTE FOCUS UNIT	45
SW4R	RGBS SWITCHER (H&V) 4 X 1 EXTRON SW4AR-HV-XI	50
KP10	RGBS SWITCHER REMOTE EXTRON KP-10	0
505S	FLAT PANEL SPEAKER PAIR, PIONEER PDP-S03/05 (505)	75
4029	CRI APPLE IMAC DV COMPUTER	200
VGA5	VGA MONITOR CABLE (15HD) M-M 50'	0
4031	CRI MULTI-IMAGE SLIDE PACKAGE	4200
DF50	FOGGER REEL F/X DF-50 HAZER	150
R902	RGBS SWITCHER (H&V) RACK#902 (DATATON/AUDIO)	750
S4TD	ELLIPSOIDAL ETC SOURCE-4 10¡ DONUT	5
DM31	DMX 512 CABLE, 3-PIN 10'	2
STMY	SPEAKER TWIST ADAPT MALE TO (2) FEMALE Y CORD	0
4058	CRI POWERBOOK LAPTOP COMPUTER	250
AS36	LIFT JLG AS-36 36' PERSONNEL LIFT, 300lb. CAP.	450
4060	CRI POWERMAC G3 450MHz/256/24X/6GB	475
4061	CRI POWERMAC G3 400MHz/256/24X/6GB	450
FDSU	FASTFOLD BOTTOM SKIRT BLACK 12'X16' 	60
PAD6	60a (3) *ADAPTOR#AD-6* (CAMLOK FEMALE/APPLETON 60A MALE) 	0
PAD5	60a (3)*ADAPTOR#AD-5* (RUSSELL STOLL MALE to CAMLOK FEM) 	10
AD8	30a (3) *ADAPTOR#AD-8* (L21-30 MALE/L14-30 FEM)	5
4066	CRI DIMMER DESK JANDS ECHELON II	300
4068	CRI POWERMAC G3/400MHZ/512MB/6GB/CD	475
4069	CRI COMPUTER IOMEGA JAZ DRIVE 1GB	150
AD10	30a (3) *ADAPTOR#AD-10* (L21-30 MALE/CONTRACTOR FEM)	5
4071	CRI ELLIPSOIDAL 5¡ ETC SOURCE 4	17
4072	CRI ELLIPSOIDAL ACSRY 10¡ S4 DONUT	5
4073	CRI ELLIPSOIDAL ACSRY 5¡ S4 DONUT	5
4077	SALE-GAFF TAPE WHITE	14.95
4075	CRI EXTRON MATRIX 3200 SWITCHER	1250
4076	CRI SONY MPU-F100 STILL STORE	150
4078	CRI COMPUTER LAPTOP P3/500/128MB/CD-ROM/NIC	500
4081	CRI FAX MACHINE/ LASER PP	130
4082	CRI COPY MACHINE / MID-SIZED	450
4083	CRI HP LASER PRINTER	195
4084	CRI CUSTOM REMOTE FOR GENTNER	0
MTI	DVD CONTROLLER MUSEUM TECHNOLOGY DVD-212	200
4088	CRI MAC LAPTOP COMPUTER	225
4089	CRI POWERMAC G4/400/CAT	150
5545	CRI PROJECTOR, 3K LUMEN w/.9:1 LENS	750
4098	CRI CAMERA S-VHS PROSUMER	125
4099	SALE-GEL COLOR SHEETS	7.5
5543	CRI DIMMER PACK DMX 6X6K 60A PIN OUT	150
EETG	ELECTRICAL TAPE GREY	0
4103	CRI PAR SOURCE 4 PAR VNL	10
4104	CRI FRESNEL ARRI HMI 1.2K	0
4105	CRI MULTICABLE (125') 6 CIRCUIT SOCAPEX	40
4106	CRI MULTICABLE (150') 6 CIRCUIT SOCAPEX	45
4108	CRI AUTOMATED CLAY PAKY STUDIO SPOT 250	125
4109	CRI PAR SOURCE 4 PAR 	0
4110	CRI MINI-10 MINI FLOOD	0
4111	CRI SCROLLER DMX	0
4112	CRI SIDE ARM 18 SINGLE TEE	0
4113	CRI EDISON 25' JUMPER 	0
4114	CRI EDISON 50' JUMPER	0
4115	CRI PIN ADAPTOR MALE EDISON TO PIN FEMALE	0
4116	CRI QUAD BOX ADAPTOR	0
4117	CRI WABER STRIP	0
4118	CRI PIPE (1.5) 6'	0
4119	CRI PIPE (1.5) 8'	0
4120	CRI PIPE (1.5) 10'	0
4121	CRI GRAPPLE	0
MDT1	TRUSS TOMCAT 20.5 TRUSS 10' SILVER RMDT-10	85
MDT8	TRUSS TOMCAT 20.5 TRUSS 8' SILVER RMDT-8	68
MDT4	TRUSS TOMCAT 20.5 TRUSS 4' SILVER MDT-4	35
MDT2	TRUSS TOMCAT 20.5 TRUSS 2' SILVER MDT-2	25
MDCB	TRUSS TOMCAT 20.5 6-WAY CUBE SILVER MDCB	45
PA10	PIPE (2) ALUMINUM 10'-0	5
PA12	PIPE (2) ALUMINUM 12'-0	6
PATH	PAR SOURCE-4 TOPHAT, CONCENTRIC RING	4
MDMG	TRUSS TOMCAT 20.5 MIDSPAN GRAPPLE (PAIR)	30
LFAQ	FOGGER ACSRY RE-FAN ADJUSTABLE BLADE FAN	40
4136	CRI DIMMER DESK WHOLE HOGII	300
4137	CRI VARI*LITE VL-7 AUTOMATED LUMINAIRE	225
4139	CRI APPLE iBOOK LAPTOP	225
4140	CRI MULTICABLE (175') 6 CIRCUIT SOCAPEX	55
4141	CRI 10' BOX BEAM	0
4143	CRI PIN CABLE 15'	0
4144	CRI TRUSS BASH 14 BOX 3'	0
4145	CRI TRUSS BASH 14 BOX 4'	0
4146	CRI TRUSS BASH 14 BOX 5	0
4147	CRI TRUSS BASH 14 BOX 8'	0
4148	CRI TRUSS BASH 14 BOX 10'	0
4149	CRI TRUSS BASH 14 BOX CORNER 5-WAY	0
SPPC	PODIUM PLEXIGLAS (CLEAR) WITH MIC MOUNTS	85
L2F7	30a (3) L21-30 M/F DISTRO CABLE 75' **FLAT**	112.5
RHR1	RGBS SNAKE HI-RES RGBH+V 150'	0
